,Cod_cliente,Ultima_Compra,Total_transacoes,Valor_total_gasto,Avg_transacao,diversidade_produtos,Dia_fav_compra,UK,Gastos_medios_mensais,Desvio_padrao_gastos_mensais,Tendencia_gastos
1338,14204,2,44,161.03,3.66,36,2,1,161.03,0.0,0.0
1339,14205,16,24,466.7,19.45,23,6,1,233.35,14.778531726798835,20.90000000000001
1340,14206,239,20,328.16,16.41,20,3,1,328.16,0.0,0.0
1341,14208,94,10,151.74,15.17,10,1,1,151.74,0.0,0.0
1342,14209,10,87,2073.43,23.83,55,1,1,345.5716666666667,86.43682558184716,-23.66028571428572
1343,14210,105,102,1905.84,18.68,66,1,1,317.64000000000004,22.96752751168485,-3.934285714285722
1344,14211,53,112,2241.1,20.01,87,0,1,448.22,282.37053679518334,100.863
1345,14212,89,9,1070.48,118.94,9,6,1,1070.48,0.0,0.0
1346,14214,30,67,1004.38,14.99,64,0,1,200.876,250.64166559053984,-130.584
1347,14215,11,108,1789.72,16.57,98,0,1,357.944,249.37757904430785,4.914999999999998
1348,14216,3,59,1839.3,31.17,47,2,1,919.65,471.0603954908543,-666.1800000000001
1349,14217,1,100,2004.98,20.05,78,3,1,167.08166666666668,84.64181320378388,8.152727272727274
1350,14218,42,12,169.48000000000002,14.12,12,4,1,169.48000000000002,0.0,0.0
1351,14219,4,7,89.94,12.85,7,0,1,89.94,0.0,0.0
1352,14220,247,21,632.4000000000001,30.11,21,3,1,316.20000000000005,4.553767670841345,6.439999999999998
1353,14221,42,193,3432.8,17.79,123,1,1,490.4,168.04687877692544,-9.545357142857144
1354,14222,177,41,683.17,16.66,41,2,1,683.17,0.0,0.0
1355,14223,92,60,991.13,16.52,50,1,1,330.37666666666667,23.67120684150545,14.82000000000002
1356,14224,110,118,1050.12,8.9,105,6,1,262.53,76.13379363550285,-5.588000000000003
1357,14226,28,67,2232.19,33.32,64,4,1,558.0475,363.558809674125,-247.917
1358,14227,26,175,3350.96,19.15,117,4,1,670.192,274.0154690341405,-79.01700000000001
1359,14229,51,40,1547.2,38.68,29,0,1,515.7333333333332,245.2921707542524,164.04999999999995
1360,14231,183,50,925.71,18.51,47,3,1,308.57,0.7019259220174262,-0.5949999999999989
1361,14232,42,115,2048.07,17.81,81,6,1,409.614,178.2560775401501,-49.00700000000002
1362,14233,49,35,1462.72,41.79,30,2,1,365.68,197.99394755059225,100.636
1363,14234,22,159,775.46,4.88,122,3,1,387.73,91.37233826492566,-129.21999999999997
1364,14235,75,79,3144.86,39.81,65,3,1,786.215,549.3776554429567,-40.08600000000003
1365,14236,80,15,490.86,32.72,15,1,1,245.43,79.37980725600183,112.26
1366,14237,373,9,161.0,17.89,9,2,1,161.0,0.0,0.0
1367,14238,326,8,146.85,18.36,8,0,1,146.85,0.0,0.0
1368,14239,43,112,2380.85,21.26,83,3,1,297.60625,232.3638380974052,27.202738095238093
1369,14240,30,42,890.34,21.2,37,2,1,445.17,308.7511049372941,436.64
1370,14241,183,10,213.7,21.37,10,3,1,213.7,0.0,0.0
1371,14242,234,16,280.55,17.53,13,1,1,140.27499999999998,2.722361107568214,3.8499999999999934
1372,14243,8,141,2588.77,18.36,99,3,1,287.6411111111111,110.35803747852307,-35.40716666666668
1373,14245,219,108,1693.45,15.68,107,0,1,846.725,223.9760729408389,-316.75
1374,14246,110,75,1474.06,19.65,57,0,1,491.3533333333333,37.00435154591057,27.27500000000001
1375,14247,278,20,136.77,6.84,19,6,1,136.77,0.0,0.0
1376,14248,318,8,302.58,37.82,8,1,1,302.58,0.0,0.0
1377,14250,7,111,1904.05,17.15,94,6,1,952.025,391.4613851326845,-553.6099999999999
1378,14251,1,78,2879.7000000000003,36.92,37,3,1,959.9,418.0684283702848,-388.59
1379,14256,260,53,969.06,18.28,51,4,1,484.53,55.621019408133805,-78.65999999999997
1380,14257,64,106,3099.7200000000003,29.24,88,1,1,619.9440000000001,445.5651176090876,48.595000000000006
1381,14258,9,111,12669.98,114.14,58,3,1,1583.7475,727.6779611054409,-64.02166666666669
1382,14259,141,5,120.0,24.0,5,3,1,120.0,0.0,0.0
1383,14261,50,52,1163.45,22.37,52,3,1,581.725,511.98066491811977,-724.05
1384,14262,8,143,2618.23,18.31,87,3,1,374.0328571428572,182.2183138174541,33.12892857142857
1385,14264,154,17,333.97,19.65,15,4,1,166.985,72.52794254630417,102.57
1386,14265,109,31,530.18,17.1,31,0,0,265.09000000000003,18.44134485334513,26.079999999999984
1387,14267,162,55,1516.24,27.57,25,3,1,758.12,110.64806912007096,-156.48000000000002
1388,14270,331,29,492.65,16.99,29,2,1,492.65,0.0,0.0
1389,14271,225,10,112.32,11.23,10,3,1,112.32,0.0,0.0
1390,14272,73,33,437.96,13.27,33,1,1,218.98,122.88101643459822,173.78
1391,14273,51,29,559.97,19.31,22,1,1,139.9925,60.97069972535988,11.680999999999996
1392,14276,98,64,1119.74,17.5,52,6,1,373.2466666666666,29.52366056798063,29.07000000000002
1393,14277,15,224,4180.2,18.66,194,3,0,2090.1,640.172053279429,905.34
1394,14280,196,8,134.04,16.76,8,4,1,134.04,0.0,0.0
1395,14282,3,156,3729.34,23.91,70,3,1,414.37111111111113,210.1626306247405,-4.566666666666669
1396,14284,30,32,595.25,18.6,24,2,1,297.625,64.38207242703513,91.04999999999998
1397,14285,21,27,1910.01,70.74,18,6,1,636.6700000000001,621.0544020454247,325.34000000000003
1398,14286,23,280,4628.75,16.53,220,0,1,1542.9166666666667,781.6375657767053,-57.08999999999992
1399,14287,8,9,176.63,19.63,9,3,1,88.315,7.120565286548529,10.069999999999991
1400,14288,213,16,426.6,26.66,16,1,1,426.6,0.0,0.0
1401,14289,8,47,911.26,19.39,33,2,1,151.8766666666667,86.5993380267232,-37.95142857142857
1402,14290,11,101,2314.65,22.92,89,0,1,578.6625,355.81849814898607,-85.36100000000002
1403,14291,1,237,3883.25,16.39,145,3,1,647.2083333333334,276.8785318089264,-34.37342857142856
1404,14292,7,100,4871.93,48.72,64,0,1,811.9883333333333,458.0301494188638,22.79114285714285
1405,14293,3,61,1046.56,17.16,51,0,1,261.64,96.09840893584035,-8.501999999999992
1406,14295,40,5,166.20000000000002,33.24,5,6,1,166.20000000000002,0.0,0.0
1407,14297,17,62,1305.33,21.05,48,1,1,435.11,180.8177129044608,173.89
1408,14299,8,143,3965.62,27.73,94,2,1,566.5171428571429,318.3714797064526,-78.77142857142856
1409,14300,18,3,43.2,14.4,3,0,1,43.2,0.0,0.0
1410,14301,117,13,640.14,49.24,13,6,1,640.14,0.0,0.0
1411,14304,222,17,383.45,22.56,17,6,1,383.45,0.0,0.0
1412,14305,71,105,1858.96,17.7,96,2,1,619.6533333333333,545.6131422842868,-116.845
1413,14306,51,33,2093.32,63.43,33,3,1,1046.66,928.1200767142147,-1312.56
1414,14307,88,180,2995.7200000000003,16.64,150,2,1,599.144,145.68993129245408,-6.5100000000000025
1415,14309,8,117,2352.53,20.11,74,3,1,336.0757142857143,92.2655159231846,17.113928571428573
1416,14311,242,20,310.26,15.51,20,0,1,310.26,0.0,0.0
1417,14312,46,87,1611.59,18.52,74,0,1,268.59833333333336,159.64115652508494,44.986
1418,14314,106,8,120.0,15.0,8,3,1,120.0,0.0,0.0
1419,14315,44,101,2481.13,24.57,64,2,1,496.226,345.165144358465,49.616000000000014
1420,14317,64,24,508.58,21.19,24,3,1,508.58,0.0,0.0
1421,14320,206,31,477.79,15.41,29,1,1,238.895,160.6758738890192,-227.23
1422,14321,10,123,1530.75,12.45,111,0,1,306.15,23.006953296775293,-2.3489999999999958
1423,14323,114,36,605.0600000000001,16.81,32,4,1,302.53,3.832518754031119,5.420000000000016
1424,14326,242,8,183.85,22.98,8,0,1,183.85,0.0,0.0
1425,14327,163,12,311.65000000000003,25.97,12,2,1,311.65000000000003,0.0,0.0
1426,14329,17,259,5014.84,19.36,218,4,1,835.8066666666667,469.77031697060926,-134.46742857142854
1427,14331,124,28,462.66,16.52,27,2,1,231.33,215.4271519562936,-304.66
1428,14332,22,26,866.3100000000001,33.32,22,1,1,288.77000000000004,173.7613504206272,80.965
1429,14333,67,15,415.2,27.68,15,0,1,415.2,0.0,0.0
1430,14334,16,162,2552.21,15.75,98,2,1,319.02625,50.647588558446856,-10.174166666666668
1431,14335,16,63,468.26,7.43,55,6,0,234.13,176.94640092412166,-250.24
1432,14336,16,90,1614.91,17.94,77,2,1,538.3033333333334,39.867102143663935,-16.950000000000017
1433,14338,161,31,588.22,18.97,30,4,1,294.11,404.267088939973,-571.72
1434,14339,242,14,309.52000000000004,22.11,14,0,1,309.52000000000004,0.0,0.0
1435,14340,218,6,134.7,22.45,6,3,1,134.7,0.0,0.0
1436,14341,45,129,2182.28,16.92,109,1,1,436.456,353.22384394318567,136.80300000000005
1437,14342,21,21,668.5600000000001,31.84,18,4,1,222.85333333333327,102.23391674651488,-30.39000000000001
1438,14344,127,71,889.9300000000001,12.53,56,2,1,177.98600000000002,116.2070962979456,-57.86800000000001
1439,14345,38,6,108.98,18.16,6,1,1,108.98,0.0,0.0
1440,14346,120,60,1021.58,17.03,55,3,1,510.79,351.2199382153582,496.7
1441,14348,260,18,409.57,22.75,18,3,1,409.57,0.0,0.0
1442,14349,10,31,133.5,4.31,31,1,1,133.5,0.0,0.0
1443,14350,274,18,282.93,15.72,18,3,1,282.93,0.0,0.0
1444,14351,164,1,51.0,51.0,1,1,1,51.0,0.0,0.0
1445,14352,157,47,1078.96,22.96,44,1,1,359.65333333333336,220.2911022563856,1.1700000000000017
1446,14353,215,6,90.6,15.1,6,6,1,90.6,0.0,0.0
1447,14354,5,9,163.62,18.18,9,2,1,81.81,8.442854967367376,-11.939999999999998
1448,14355,365,11,174.4,15.85,11,3,1,174.4,0.0,0.0
1449,14356,79,33,701.23,21.25,33,0,1,701.23,0.0,0.0
1450,14357,43,41,225.77,5.51,39,3,1,225.77,0.0,0.0
1451,14359,19,55,912.18,16.59,44,1,1,304.06,178.35316005050203,-178.345
1452,14360,31,118,2128.23,18.04,104,1,1,709.41,466.1977919295629,-461.87
1453,14362,22,41,161.2,3.93,37,3,1,161.2,0.0,0.0
1454,14364,108,69,3717.35,53.87,61,1,1,929.3375,601.9916934296795,-343.08500000000004
1455,14367,8,524,9261.52,17.67,270,2,1,1029.0577777777778,387.6265566166029,-34.61333333333334
1456,14368,319,8,155.0,19.38,8,0,1,155.0,0.0,0.0
1457,14371,295,4,100.5,25.12,4,3,1,100.5,0.0,0.0
1458,14373,358,4,76.55,19.14,4,3,1,76.55,0.0,0.0
1459,14375,185,75,257.68,3.44,57,1,1,257.68,0.0,0.0
1460,14377,191,11,617.05,56.1,11,2,1,308.525,8.591347391416557,-12.150000000000034
1461,14379,44,46,348.1,7.57,39,2,1,174.05,89.1944493788711,126.14
1462,14381,52,56,202.68,3.62,56,1,1,202.68,0.0,0.0
1463,14382,26,131,626.07,4.78,121,6,1,626.07,0.0,0.0
1464,14383,38,59,1247.69,21.15,49,3,1,415.8966666666667,229.2550859486728,43.895
1465,14385,9,14,202.11,14.44,13,2,1,202.11,0.0,0.0
1466,14386,296,7,142.4,20.34,7,2,1,142.4,0.0,0.0
1467,14387,32,140,1770.56,12.65,125,0,1,590.1866666666666,218.38977295957184,200.03000000000003
1468,14388,10,186,3212.84,17.27,124,4,1,458.9771428571429,217.7229425756724,65.19428571428571
1469,14389,65,45,1043.46,23.19,33,2,1,521.73,297.81923410015014,421.18000000000006
1470,14390,10,286,4652.82,16.27,135,3,1,775.4699999999999,725.0615728336456,318.86400000000003
1471,14393,218,5,67.95,13.59,5,3,1,67.95,0.0,0.0
1472,14395,2,350,3507.71,10.02,181,3,1,389.74555555555554,143.69438594732148,26.106833333333334
1473,14396,65,73,487.99,6.68,71,2,1,243.995,189.00257154335225,267.29
1474,14397,2,87,2612.96,30.03,18,2,1,326.62,161.23912144921368,52.9052380952381
1475,14400,149,25,574.7,22.99,25,2,1,574.7,0.0,0.0
1476,14401,4,182,4051.48,22.26,113,2,1,506.435,324.7725827186068,2.500952380952385
1477,14403,130,20,1475.81,73.79,17,2,1,368.9525,285.2812279576068,-164.961
1478,14404,33,103,1474.32,14.31,70,6,1,245.72,90.23271867787206,1.534857142857144
1479,14406,119,8,156.75,19.59,8,4,1,156.75,0.0,0.0
1480,14407,107,72,2142.73,29.76,66,3,1,535.6825,215.31408722685413,13.225
1481,14408,10,107,2606.53,24.36,60,0,1,434.4216666666667,185.8780706179905,-2.871714285714284
1482,14409,71,54,2059.4500000000003,38.14,40,2,1,411.89,388.7830618738425,-57.26600000000002
1483,14410,92,192,1104.07,5.75,152,3,1,184.01166666666663,92.139786719238,-11.564285714285717
1484,14411,310,14,1063.0,75.93,14,2,1,1063.0,0.0,0.0
1485,14412,42,43,770.03,17.91,43,2,1,385.015,109.50962720236062,-154.87
1486,14413,362,23,122.7,5.33,22,6,1,122.7,0.0,0.0
1487,14414,91,97,1496.98,15.43,79,3,1,374.245,164.83671546917773,13.841999999999995
1488,14415,1,590,5900.28,10.0,283,1,1,491.69000000000005,303.4634462036872,14.449580419580425
1489,14416,22,14,490.22,35.02,13,4,1,245.11,163.893209743418,-231.78
1490,14418,3,124,1937.25,15.62,114,1,1,645.75,428.9691831588838,373.455
1491,14419,10,206,1058.06,5.14,112,1,1,211.612,109.7564976208698,47.565
1492,14420,99,29,387.52,13.36,29,3,1,387.52,0.0,0.0
1493,14421,57,27,813.11,30.12,25,3,1,406.555,68.76613447039175,-97.25
1494,14422,0,222,4263.64,19.21,189,4,1,710.6066666666667,437.79973022680895,-30.01142857142859
1495,14423,218,3,265.2,88.4,3,3,1,265.2,0.0,0.0
1496,14424,17,1,322.08,322.08,1,1,1,322.08,0.0,0.0
1497,14426,23,224,4481.67,20.01,183,1,1,896.3340000000001,393.68628129514497,167.108
1498,14427,50,17,363.34,21.37,16,4,1,363.34,0.0,0.0
1499,14428,7,144,1244.83,8.64,108,3,1,248.966,148.95223539779457,37.84
1500,14431,302,17,470.36,27.67,17,3,1,470.36,0.0,0.0
1501,14432,9,382,2255.51,5.9,256,6,1,751.8366666666667,431.2225440921814,360.25
1502,14434,21,12,1372.8,114.4,3,2,1,457.5999999999999,175.23424322888488,170.39999999999998
1503,14436,98,9,89.06,9.9,9,4,1,89.06,0.0,0.0
1504,14437,365,5,63.0,12.6,5,3,1,63.0,0.0,0.0
1505,14438,306,9,131.9,14.66,9,6,1,131.9,0.0,0.0
1506,14439,319,32,2661.24,83.16,32,0,0,2661.24,0.0,0.0
1507,14440,8,55,2357.68,42.87,33,3,1,471.53600000000006,195.27662847867896,-42.62100000000001
1508,14441,0,51,1712.89,33.59,43,1,1,428.2225,188.91990831654908,21.58099999999998
1509,14442,204,63,1589.82,25.24,58,3,0,794.9100000000001,168.75810439798136,238.66
1510,14443,53,93,1420.2,15.27,84,0,1,355.05,61.594715141263,45.376000000000005
1511,14446,0,292,1034.78,3.54,232,4,1,258.695,100.22443963425287,-53.79600000000001
1512,14447,18,70,1163.23,16.62,54,4,1,290.8075,32.07389319992195,1.2689999999999997
1513,14448,9,20,375.35,18.77,20,4,1,187.675,120.66777220948433,170.64999999999998
1514,14449,18,258,907.1,3.52,201,3,1,226.775,58.40804368121454,6.881999999999996
1515,14450,180,40,483.25,12.08,32,6,1,161.08333333333334,52.69002024419172,26.385000000000005
1516,14451,60,109,662.59,6.08,86,0,1,331.295,40.59500030791967,-57.40999999999997
1517,14452,10,62,264.44,4.27,55,1,1,132.22,6.858935777509503,9.699999999999989
1518,14453,190,22,119.93,5.45,22,3,1,119.93,0.0,0.0
1519,14456,5,968,3059.44,3.16,579,6,1,611.888,367.373749769904,-110.44
1520,14457,310,4,113.64,28.41,4,2,1,113.64,0.0,0.0
1521,14459,155,37,1837.92,49.67,37,3,1,1837.92,0.0,0.0
1522,14460,110,16,434.34,27.15,14,1,1,144.78,108.85556118086022,63.89999999999999
1523,14461,148,179,2102.67,11.75,172,1,1,700.89,313.2503648840652,-209.695
1524,14462,66,239,1999.02,8.36,149,4,1,222.11333333333332,77.40215662370137,2.345000000000001
1525,14463,98,6,529.62,88.27,6,2,1,176.54,54.16927911648815,52.13999999999999
1526,14465,246,130,1058.62,8.14,107,3,1,529.31,96.15238010574669,-135.97999999999996
1527,14466,29,72,2272.4,31.56,35,3,1,324.62857142857143,93.03876816119389,-0.4732142857142857
1528,14467,17,90,598.76,6.65,67,1,1,199.58666666666667,79.328918014387,77.54500000000002
1529,14470,11,43,461.19,10.73,43,4,1,230.595,94.81594828930416,-134.08999999999995
1530,14472,103,281,1936.84,6.89,153,6,1,276.6914285714286,85.74642099986283,-26.857857142857146
1531,14473,74,7,234.34,33.48,7,0,1,117.17,45.49525030154247,64.34
1532,14474,46,29,547.66,18.88,29,0,1,547.66,0.0,0.0
1533,14475,71,42,925.85,22.04,35,1,1,308.6166666666667,6.232514206428514,-1.4350000000000025
1534,14476,257,19,215.7,11.35,17,6,1,215.7,0.0,0.0
1535,14477,19,10,1309.6,130.96,7,3,1,327.4,116.31073323931317,62.43999999999998
1536,14479,253,18,316.25,17.57,18,3,1,158.125,23.01632572762213,-32.55000000000001
1537,14480,11,13,279.05,21.47,13,0,1,279.05,0.0,0.0
1538,14481,164,30,636.51,21.22,25,1,1,318.255,21.77181779273377,30.789999999999964
1539,14482,18,144,2068.15,14.36,110,2,1,517.0375,361.8684547709752,263.649
1540,14483,281,9,137.1,15.23,9,3,1,137.1,0.0,0.0
1541,14484,50,14,321.92,22.99,14,3,1,321.92,0.0,0.0
1542,14485,38,47,165.75,3.53,44,1,1,165.75,0.0,0.0
1543,14487,26,144,1196.33,8.31,112,6,1,299.0825,283.7237100155713,-44.44100000000002
1544,14488,67,46,1064.28,23.14,46,0,1,1064.28,0.0,0.0
1545,14489,207,30,463.38,15.45,30,0,1,463.38,0.0,0.0
1546,14491,175,17,340.93,20.05,17,4,1,170.465,61.18594977607194,86.52999999999999
1547,14493,7,120,2383.24,19.86,95,2,1,595.8100000000001,194.35270034999087,17.07600000000001
1548,14494,25,7,139.56,19.94,7,0,1,139.56,0.0,0.0
1549,14495,50,6,123.8,20.63,6,3,1,61.900000000000006,30.12274887854692,42.6
1550,14496,311,19,538.8100000000001,28.36,16,1,1,269.40500000000003,49.405550801504106,-69.87000000000003
1551,14497,309,29,475.37,16.39,29,3,1,475.37,0.0,0.0
1552,14498,42,193,1957.32,10.14,162,4,1,391.464,244.5673797340929,123.169
1553,14499,26,194,815.32,4.2,146,6,1,271.77333333333337,160.857420510629,159.17000000000002
1554,14500,88,7,356.85,50.98,6,4,1,118.95,144.45451706333037,-131.925
1555,14501,183,10,251.21,25.12,9,3,1,125.605,82.97898077224134,117.35
1556,14502,19,623,2467.63,3.96,367,6,1,352.5185714285714,244.06007992763932,79.63678571428571
1557,14503,3,164,3543.26,21.61,113,1,1,885.815,407.6424057512499,132.196
1558,14504,47,107,673.26,6.29,85,6,1,224.42,81.96079489609652,-75.62
1559,14505,17,799,5905.64,7.39,540,1,1,984.2733333333334,474.9738594771997,168.4937142857143
1560,14506,17,316,2012.17,6.37,204,1,1,402.434,184.13334048998297,84.08700000000002
1561,14507,23,96,1383.18,14.41,79,1,1,276.636,66.64346952252713,-29.80700000000001
1562,14508,22,57,276.42,4.85,52,3,1,138.21,0.9192388155425198,1.3000000000000114
1563,14511,11,68,1314.81,19.34,53,0,1,328.7025,237.5337649507258,171.167
1564,14512,187,23,275.28,11.97,19,3,1,137.64,16.008897526063457,22.64000000000001
1565,14513,100,12,455.59,37.97,11,3,1,151.86333333333334,140.42151556415183,59.745
1566,14514,61,73,1055.35,14.46,65,6,1,351.7833333333333,265.6855461505825,198.495
1567,14515,17,101,2102.09,20.81,68,1,1,525.5225,182.0784146780355,122.603
1568,14517,33,18,330.45,18.36,17,3,1,165.225,123.3547779779932,-174.45
1569,14518,64,16,174.37,10.9,16,3,1,174.37,0.0,0.0
1570,14520,1,4,270.6,67.65,3,3,1,135.3,42.00214280248092,-59.39999999999999
1571,14522,24,17,974.54,57.33,15,3,1,324.84666666666664,208.7873138706788,-67.795
1572,14523,108,12,241.09,20.09,12,1,1,241.09,0.0,0.0
1573,14524,31,203,1867.68,9.2,161,3,1,311.28000000000003,203.19940659362172,18.40971428571429
1574,14525,19,291,4332.2,14.89,217,1,1,541.525,307.82896313189434,79.72666666666667
1575,14527,2,971,8507.82,8.76,329,2,1,654.4476923076923,227.696958007562,18.757692307692317
1576,14528,37,18,364.22,20.23,18,2,1,364.22,0.0,0.0
1577,14529,60,229,620.04,2.71,177,0,1,206.68,64.78551998710823,63.19
1578,14530,25,216,2925.91,13.55,140,2,1,487.6516666666666,114.07958492502792,-37.63571428571427
1579,14532,236,64,932.85,14.58,45,6,1,233.21250000000003,107.79646233372722,-4.204999999999993
1580,14533,24,62,1949.72,31.45,53,6,1,389.944,184.3460161761029,-20.945999999999994
1581,14534,2,518,4445.4,8.58,330,2,1,370.45,195.1489643137449,1.1254545454545486
1582,14535,60,330,2864.19,8.68,280,0,1,954.73,222.95551596675065,178.15499999999997
1583,14536,259,19,171.8,9.04,18,4,1,171.8,0.0,0.0
1584,14537,57,10,355.56,35.56,10,3,1,355.56,0.0,0.0
1585,14538,64,19,388.25,20.43,19,3,1,194.125,123.92046340294246,175.25
1586,14539,15,32,537.48,16.8,31,3,1,268.74,278.0485284981742,393.22
1587,14540,9,76,996.26,13.11,64,6,1,332.08666666666664,145.64274315369556,59.415
1588,14541,58,111,1461.65,13.17,71,3,1,243.60833333333332,165.11689318984494,-55.46428571428571
1589,14542,185,5,103.25,20.65,5,1,1,103.25,0.0,0.0
1590,14543,28,69,3590.68,52.04,41,1,1,359.06800000000004,174.46989882370988,-5.688484848484849
1591,14544,24,114,2024.45,17.76,97,0,1,1012.225,155.13215672451673,-219.3900000000001
1592,14546,5,399,2578.09,6.46,250,6,1,515.618,149.57478988786846,3.981000000000006
1593,14547,3,366,4007.54,10.95,198,6,1,1335.8466666666666,1473.9791730324189,-5.350000000000023
1594,14548,150,4,652.8,163.2,2,1,1,326.4,0.0,0.0
1595,14549,311,56,289.24,5.16,56,1,1,289.24,0.0,0.0
1596,14550,10,48,765.62,15.95,38,2,1,382.81000000000006,59.425253890917446,84.04000000000002
1597,14551,18,10,186.23,18.62,9,3,1,93.115,45.70031126808658,-64.63000000000001
1598,14552,151,58,165.07,2.85,57,0,1,165.07,0.0,0.0
1599,14553,19,113,859.27,7.6,103,6,1,286.42333333333335,230.2203649404921,172.50500000000002
1600,14554,10,216,2381.04,11.02,147,2,1,1190.52,1186.0867726266913,1677.38
1601,14555,57,21,324.14,15.44,18,3,1,162.07,50.72784048232291,-71.74
1602,14557,85,16,788.38,49.27,16,3,1,788.38,0.0,0.0
1603,14560,7,74,2237.77,30.24,39,4,1,186.4808333333333,162.72956508817896,-10.168426573426574
1604,14561,75,69,1080.76,15.66,67,6,1,540.38,37.63222289474808,-53.22000000000003
1605,14562,3,423,5074.77,12.0,187,3,1,563.8633333333333,321.9285386929839,44.47866666666667
1606,14565,95,124,2949.12,23.78,110,0,1,737.28,296.4383280436816,-206.32
1607,14566,110,4,1432.0,358.0,4,6,0,1432.0,0.0,0.0
1608,14567,56,33,1530.36,46.37,33,4,1,765.1800000000001,50.31771854923474,-71.15999999999997
1609,14569,1,12,227.39,18.95,10,3,1,227.39,0.0,0.0
1610,14570,280,28,217.21,7.76,28,4,1,217.21,0.0,0.0
1611,14572,3,270,2832.84,10.49,190,6,1,472.14,222.76089172024788,-34.13600000000001
1612,14573,179,235,1653.42,7.04,127,3,1,330.684,126.88249969952516,5.000999999999991
1613,14576,372,1,35.400000000000006,35.4,1,3,1,35.400000000000006,0.0,0.0
1614,14577,12,123,859.71,6.99,86,6,1,214.9275,95.8113126149517,-34.39700000000001
1615,14578,3,24,168.63,7.03,24,1,1,168.63,0.0,0.0
1616,14581,16,17,138.6,8.15,16,2,1,138.6,0.0,0.0
1617,14582,40,6,114.11,19.02,6,6,1,114.11,0.0,0.0
1618,14583,5,330,1052.55,3.19,243,0,1,263.1375,62.34496043520011,27.90500000000001
1619,14584,169,100,1042.26,10.42,68,3,1,521.13,65.52051434474554,92.66000000000004
1620,14585,50,29,157.05,5.42,29,3,1,157.05,0.0,0.0
1621,14586,276,19,237.36,12.49,19,1,1,237.36,0.0,0.0
1622,14587,18,383,1601.14,4.18,170,2,1,228.73428571428573,86.12051301463993,-24.54321428571428
1623,14589,371,3,39.75,13.25,3,4,1,39.75,0.0,0.0
1624,14591,15,197,1447.14,7.35,138,3,1,723.57,669.4179897493046,946.7
1625,14592,35,164,570.46,3.48,132,4,1,285.23,175.27762892052144,-247.88
1626,14593,21,152,617.99,4.07,127,4,1,308.995,43.26786394080487,-61.19
1627,14594,7,53,379.83,7.17,48,2,1,189.915,92.04408970705288,-130.17000000000002
1628,14595,19,102,1740.6,17.06,94,4,1,435.15,532.7361152265413,122.79999999999998
1629,14597,11,55,883.15,16.06,45,0,1,441.575,390.9946946571015,552.95
1630,14598,44,50,221.97,4.44,49,2,1,221.97,0.0,0.0
1631,14600,305,25,393.33,15.73,25,0,1,393.33,0.0,0.0
1632,14601,10,7,213.96,30.57,7,1,1,213.96,0.0,0.0
1633,14603,274,2,660.0,330.0,2,3,1,660.0,0.0,0.0
1634,14606,1,2697,12006.65,4.45,816,2,1,923.5884615384616,321.40247221736786,-61.20335164835166
1635,14608,4,20,1785.15,89.26,8,3,1,446.2875,167.20386446391325,81.035
1636,14609,72,4,601.56,150.39,2,2,1,150.39,31.31568935853081,-4.643999999999998
1637,14616,242,3,406.08,135.36,2,0,1,135.36,115.49661813230723,-39.6
1638,14618,9,16,553.44,34.59,10,1,1,276.72,91.8107444692613,129.83999999999995
1639,14619,245,20,394.44,19.72,20,4,1,394.44,0.0,0.0
1640,14620,205,26,412.78,15.88,26,1,1,206.39,40.95562476632481,-57.91999999999999
1641,14621,1,92,1788.36,19.44,80,2,1,357.672,74.36735150588598,14.630000000000008
1642,14622,184,21,320.58000000000004,15.27,21,2,1,320.58000000000004,0.0,0.0
1643,14623,32,133,884.57,6.65,107,0,1,176.914,37.47083372437822,-14.298000000000002
1644,14624,57,13,225.85,17.37,13,1,1,225.85,0.0,0.0
1645,14625,196,53,899.63,16.97,51,0,1,449.815,191.92999361746456,-271.42999999999995
1646,14626,23,122,2791.27,22.88,108,2,1,697.8175,191.35962816557375,-30.69699999999998
1647,14628,91,24,671.96,28.0,22,0,1,335.98,6.222539674441586,8.799999999999955
1648,14629,4,152,959.01,6.31,133,6,1,479.505,177.23631470440813,-250.65000000000003
1649,14631,50,41,1006.98,24.56,38,0,1,335.66,36.14200879862661,33.70000000000002
1650,14632,262,8,114.56,14.32,8,1,1,114.56,0.0,0.0
1651,14633,266,20,344.90000000000003,17.24,20,4,1,344.90000000000003,0.0,0.0
1652,14636,36,28,609.85,21.78,27,2,1,304.925,6.696301217836624,9.470000000000027
1653,14638,50,16,443.6,27.72,16,3,1,443.6,0.0,0.0
1654,14639,52,172,2984.49,17.35,138,0,1,746.1225,184.5203667846271,115.167
1655,14640,24,106,2125.08,20.05,87,1,1,354.18,108.29205695710098,-13.34342857142858
1656,14641,21,7,110.46,15.78,7,4,1,110.46,0.0,0.0
1657,14642,58,2,96.12,48.06,2,2,1,96.12,0.0,0.0
1658,14643,170,31,693.8100000000001,22.38,30,2,1,346.905,15.60584666078708,-22.069999999999997
1659,14644,67,26,830.76,31.95,26,0,1,415.38,322.2709865935809,455.76
1660,14645,156,30,597.09,19.9,28,2,1,298.545,82.65371165289552,116.89
1661,14647,201,30,243.22,8.11,24,6,1,243.22,0.0,0.0
1662,14649,4,199,1417.29,7.12,148,2,1,472.43,137.36895609998646,-35.11500000000001
1663,14651,67,102,654.6,6.42,95,3,1,327.3,125.89329132245292,-178.04
